<<<<<<< HEAD
<<<<<<< HEAD
=======
<<<<<<< HEAD
>>>>>>> 5114c4d1f6dc0365c556b2828adf163021033241
Date,Close
10/21/2015,40.3
10/22/2015,42.6
10/23/2015,43.5
10/26/2015,42.38
10/27/2015,42.39
10/28/2015,42.65
10/29/2015,42.31
10/30/2015,42.3
11/2/2015,43.54
11/3/2015,43.39
11/4/2015,42.72
11/5/2015,42.28
11/6/2015,42.1
11/9/2015,41.78
11/10/2015,41.72
11/11/2015,41.22
11/12/2015,40.11
11/13/2015,40.63
11/16/2015,41.1
11/17/2015,40.54
11/18/2015,42.17
11/19/2015,41.81
11/20/2015,41.32
11/23/2015,40.66
11/24/2015,42.16
11/25/2015,41.64
11/27/2015,41.75
11/30/2015,41.45
12/1/2015,42.16
12/2/2015,41.25
12/3/2015,40.88
12/4/2015,41.1
12/7/2015,40.3
12/8/2015,39.46
12/9/2015,40
12/10/2015,41.03
12/11/2015,39.99
12/14/2015,40.14
12/15/2015,40.17
12/16/2015,38.66
12/17/2015,38.47
12/18/2015,38.87
12/21/2015,39.73
12/22/2015,41.12
12/23/2015,41.04
12/24/2015,41.07
12/28/2015,40.62
12/29/2015,40.48
12/30/2015,40.34
12/31/2015,40.3
1/4/2016,39.55
1/5/2016,39.96
1/6/2016,39.36
1/7/2016,37.35
1/8/2016,36.44
1/11/2016,36.14
1/12/2016,36.29
1/13/2016,35.62
1/14/2016,36.22
1/15/2016,35.15
1/19/2016,35.27
1/20/2016,34.98
1/21/2016,35.01
1/22/2016,35.36
1/25/2016,34.86
1/26/2016,36.54
1/27/2016,35.7
1/28/2016,36.64
1/29/2016,39.07
2/1/2016,39.18
2/2/2016,38.49
2/3/2016,39.91
2/4/2016,40.47
2/5/2016,39.92
2/8/2016,39.39
2/9/2016,38.91
2/10/2016,38.95
2/11/2016,38.35
2/12/2016,40.03
2/16/2016,40.18
2/17/2016,40.76
2/18/2016,40.03
2/19/2016,39.39
2/22/2016,39.76
2/23/2016,38.9
2/24/2016,39.02
2/25/2016,39.75
2/26/2016,39.96
2/29/2016,39.34
3/1/2016,40.96
3/2/2016,42.24
3/3/2016,42.75
3/4/2016,42.96
3/7/2016,44.76
3/8/2016,44.32
3/9/2016,43.54
3/10/2016,44.99
3/11/2016,45.38
3/14/2016,45.15
3/15/2016,45.05
3/16/2016,45.49
3/17/2016,46.65
3/18/2016,46.7
3/21/2016,46.41
3/22/2016,46.59
3/23/2016,46.05
3/24/2016,46.48
3/28/2016,46.86
3/29/2016,47.24
3/30/2016,48.31
3/31/2016,47.3
4/1/2016,47.52
4/4/2016,46.68
4/5/2016,46.78
4/6/2016,47.22
4/7/2016,46.56
4/8/2016,47.29
4/11/2016,47.67
4/12/2016,48.09
4/13/2016,49.09
4/14/2016,49.31
4/15/2016,49.51
4/18/2016,49.86
4/19/2016,50.46
4/20/2016,50.28
4/21/2016,49.5
4/22/2016,49.55
4/25/2016,49.12
4/26/2016,49.51
4/27/2016,50.61
4/28/2016,49.94
4/29/2016,49.78
5/2/2016,50.3
5/3/2016,48.73
5/4/2016,48.5
5/5/2016,48.46
5/6/2016,48.85
5/9/2016,46.48
5/10/2016,47.92
5/11/2016,47.61
5/12/2016,47.44
5/13/2016,47.06
5/16/2016,47.81
5/17/2016,46.56
5/18/2016,45.86
5/19/2016,46.54
5/20/2016,46.53
5/23/2016,46.83
5/24/2016,47.16
5/25/2016,48.39
5/26/2016,48.51
5/27/2016,48.39
5/31/2016,48.51
6/1/2016,48.8
6/2/2016,49.16
6/3/2016,49.88
6/6/2016,50.42
6/7/2016,50.37
6/8/2016,51.76
6/9/2016,50.55
6/10/2016,50.5
6/13/2016,49.98
6/14/2016,49.52
6/15/2016,50.45
6/16/2016,50.65
6/17/2016,50.35
6/20/2016,51.3
6/21/2016,49.99
6/22/2016,49.57
6/23/2016,50.5
6/24/2016,47.87
6/27/2016,46.31
6/28/2016,47.33
6/29/2016,47.92
6/30/2016,49.41
7/1/2016,49.97
7/5/2016,48.96
7/6/2016,51.08
7/7/2016,51.51
7/8/2016,53.19
7/11/2016,54.46
7/12/2016,56.34
7/13/2016,56.42
7/14/2016,56.79
7/15/2016,56.67
7/18/2016,56.9
7/19/2016,55.71
7/20/2016,54.09
7/21/2016,52.32
7/22/2016,52.72
7/25/2016,52.39
7/26/2016,53.71
7/27/2016,53.46
7/28/2016,53.81
7/29/2016,53.64
8/1/2016,53.28
8/2/2016,53
8/3/2016,53.51
8/4/2016,53.3
8/5/2016,53.55
8/8/2016,53.51
8/9/2016,52.79
8/10/2016,52.35
8/11/2016,52.35
8/12/2016,50.69
8/15/2016,51.57
8/16/2016,50.73
8/17/2016,50.52
8/18/2016,50.94
8/19/2016,50.05
8/22/2016,50.31
8/23/2016,50.03
8/24/2016,48.93
8/25/2016,48.89
8/26/2016,48.69
8/29/2016,49.44
8/30/2016,48.6
8/31/2016,48.51
9/1/2016,49.3
9/2/2016,49.03
9/6/2016,49.58
9/7/2016,49.97
9/8/2016,49.05
9/9/2016,46.83
9/12/2016,47.71
9/13/2016,46.02
9/14/2016,45.35
9/15/2016,45.62
9/16/2016,45.74
9/19/2016,46
9/20/2016,46.17
9/21/2016,47.86
9/22/2016,47.87
9/23/2016,48.81
9/26/2016,48.92
9/27/2016,49.07
9/28/2016,49.73
9/29/2016,48.86
9/30/2016,49.45
10/3/2016,48.82
10/4/2016,47.62
10/5/2016,48.05
10/6/2016,47.96
10/7/2016,47.39
10/10/2016,47.73
10/11/2016,47.4
10/12/2016,47.25
10/13/2016,46.54
10/14/2016,46.86
10/17/2016,46.8
10/18/2016,47.15
10/19/2016,48.03
10/20/2016,48.36
10/21/2016,47.87
10/24/2016,47.68
10/25/2016,47
10/26/2016,47.34
10/27/2016,46.74
10/28/2016,47.61
10/31/2016,48.85
11/1/2016,47.83
11/2/2016,48.15
11/3/2016,48.78
11/4/2016,49.95
11/7/2016,51.33
11/8/2016,51.37
11/9/2016,57.62
11/10/2016,59.14
11/11/2016,58.75
11/14/2016,59.6
11/15/2016,60.33
11/16/2016,59.85
11/17/2016,59.45
11/18/2016,58.84
11/21/2016,59.66
11/22/2016,62.31
11/23/2016,62.51
11/25/2016,62.85
11/28/2016,61.97
11/29/2016,61.63
11/30/2016,62.19
12/1/2016,61.95
12/2/2016,63.03
12/5/2016,65.1
12/6/2016,65.58
12/7/2016,66.75
12/8/2016,66.41
12/9/2016,65.37
12/12/2016,64.1
12/13/2016,63.43
12/14/2016,63.04
12/15/2016,62.87
12/16/2016,60.65
12/19/2016,60.53
12/20/2016,62.12
12/21/2016,62.14
12/22/2016,61.63
12/23/2016,61.49
12/27/2016,61.87
12/28/2016,60.92
12/29/2016,60.93
12/30/2016,59.52
1/3/2017,59.61
1/4/2017,61.25
1/5/2017,60.9
1/6/2017,60.29
1/9/2017,59.64
1/10/2017,61.22
1/11/2017,61.19
1/12/2017,60.61
1/13/2017,60.37
1/17/2017,60.14
1/18/2017,62.38
1/19/2017,60.15
1/20/2017,60.99
1/23/2017,60.06
1/24/2017,60.92
1/25/2017,59.71
1/26/2017,60.71
1/27/2017,61.01
1/30/2017,60.1
1/31/2017,58.09
2/1/2017,56.93
2/2/2017,57.49
2/3/2017,57.35
2/6/2017,57.85
2/7/2017,57.65
2/8/2017,58.28
2/9/2017,60.97
2/10/2017,60.99
2/13/2017,63.59
2/14/2017,63.09
2/15/2017,63.87
2/16/2017,63.61
2/17/2017,63.9
2/21/2017,64.49
2/22/2017,63.24
2/23/2017,60.89
2/24/2017,60.86
2/27/2017,62.64
2/28/2017,62.57
3/1/2017,64.01
3/2/2017,62.64
3/3/2017,62.64
3/6/2017,62.81
3/7/2017,60.93
3/8/2017,60.97
3/9/2017,60.54
3/10/2017,60.62
3/13/2017,60.71
3/14/2017,60.73
3/15/2017,63.45
3/16/2017,64.6
3/17/2017,64.72
3/20/2017,64.67
3/21/2017,61.33
3/22/2017,62.14
3/23/2017,61.26
3/24/2017,59.76
3/27/2017,59.5
3/28/2017,60.21
3/29/2017,59.77
3/30/2017,60.1
3/31/2017,59.72
4/3/2017,60.21
4/4/2017,60.49
4/5/2017,59.72
4/6/2017,60.11
4/7/2017,60.77
4/10/2017,60.08
4/11/2017,60.5
4/12/2017,57.88
4/13/2017,56.96
4/17/2017,57.21
4/18/2017,57.33
4/19/2017,57.62
4/20/2017,60.35
4/21/2017,60
4/24/2017,61.18
4/25/2017,60.94
4/26/2017,62
4/27/2017,61.61
4/28/2017,61.33
5/1/2017,61.71
5/2/2017,61.7
5/3/2017,60.28
5/4/2017,61.09
5/5/2017,60.47
5/8/2017,59.87
5/9/2017,58.8
5/10/2017,58.21
5/11/2017,57.53
5/12/2017,57.32
5/15/2017,57.61
5/16/2017,57.78
5/17/2017,56.12
5/18/2017,55.88
5/19/2017,56.66
5/22/2017,56.76
5/23/2017,58.64
5/24/2017,58.65
5/25/2017,58.37
5/26/2017,58.15
5/30/2017,58.33
5/31/2017,58.1
6/1/2017,59.07
6/2/2017,58.7
6/5/2017,58.97
6/6/2017,57.81
6/7/2017,57.21
6/8/2017,59.14
6/9/2017,59.79
6/12/2017,59.9
6/13/2017,60.49
6/14/2017,59.11
6/15/2017,54.6
6/16/2017,54.92
6/19/2017,55.8
6/20/2017,56.13
6/21/2017,55.97
6/22/2017,56.7
6/23/2017,57.5
6/26/2017,57.41
6/27/2017,56.86
6/28/2017,58.17
6/29/2017,58.17
6/30/2017,57.87
7/3/2017,58.87
7/5/2017,59.16
7/6/2017,59.19
7/7/2017,58.2
7/10/2017,58.71
7/11/2017,58.6
7/12/2017,58.94
7/13/2017,60.5
7/14/2017,59.72
7/17/2017,60.12
7/18/2017,59.35
7/19/2017,60.66
7/20/2017,59.92
7/21/2017,60.23
7/24/2017,60.51
7/25/2017,60.92
7/26/2017,58.12
7/27/2017,58.67
7/28/2017,57.46
7/31/2017,57.67
8/1/2017,57.15
8/2/2017,56.88
8/3/2017,57.11
8/4/2017,57.48
8/7/2017,57.86
8/8/2017,57.55
8/9/2017,57.14
8/10/2017,56.54
8/11/2017,55.37
8/14/2017,55.72
8/15/2017,55.57
8/16/2017,56.73
8/17/2017,54.35
8/18/2017,54.11
8/21/2017,53.73
8/22/2017,54.65
8/23/2017,54.91
8/24/2017,54.59
8/25/2017,54.71
8/28/2017,54.58
8/29/2017,54.93
8/30/2017,55.68
8/31/2017,55.11
9/1/2017,55.5
9/5/2017,54.79
9/6/2017,55.31
9/7/2017,54.26
9/8/2017,54.55
9/11/2017,53.97
9/12/2017,53.48
9/13/2017,53.6
9/14/2017,53.96
9/15/2017,53.5
9/18/2017,54.27
9/19/2017,55.11
9/20/2017,55.98
9/21/2017,54.51
9/22/2017,54.53
9/25/2017,54.3
9/26/2017,54.09
9/27/2017,55.61
9/28/2017,55.49
9/29/2017,56.04
10/2/2017,56.05
10/3/2017,55.96
10/4/2017,56.11
10/5/2017,56.67
10/6/2017,56.15
10/9/2017,55.4
10/10/2017,55.37
10/11/2017,57.34
10/12/2017,57.42
10/13/2017,58.31
10/16/2017,57.21
10/17/2017,57.11
10/18/2017,57.28
10/19/2017,58.62
10/20/2017,60
10/23/2017,59.45
10/24/2017,59.78
10/25/2017,58.99
10/26/2017,59.73
10/27/2017,59.49
10/30/2017,58.47
10/31/2017,57.83
11/1/2017,58.8
11/2/2017,58.45
11/3/2017,58
11/6/2017,57.98
11/7/2017,57.69
11/8/2017,57.7
11/9/2017,56.52
11/10/2017,55.83
11/13/2017,55.7
11/14/2017,54.86
11/15/2017,54.94
11/16/2017,54.79
11/17/2017,54.8
11/20/2017,55.56
11/21/2017,55.98
11/22/2017,56.15
11/24/2017,55.93
11/27/2017,55.85
11/28/2017,56.28
11/29/2017,57.36
11/30/2017,57.5
12/1/2017,57.3
12/4/2017,58.82
12/5/2017,57.64
12/6/2017,57.94
12/7/2017,58.59
12/8/2017,60.17
12/11/2017,61.27
12/12/2017,61.95
12/13/2017,61.85
12/14/2017,59.54
12/15/2017,60.11
12/18/2017,62.01
12/19/2017,62.43
12/20/2017,63.85
12/21/2017,64.53
12/22/2017,64.56
12/26/2017,64.73
12/27/2017,64.61
12/28/2017,64.34
12/29/2017,63.58
1/2/2018,66.52
1/3/2018,67.39
1/4/2018,67.22
1/5/2018,67.86
1/8/2018,68.24
1/9/2018,67.78
1/10/2018,68.94
1/11/2018,70.18
1/12/2018,69.02
1/16/2018,68.95
1/17/2018,69.26
1/18/2018,68.82
1/19/2018,68.72
1/22/2018,68.99
1/23/2018,68.98
1/24/2018,69.01
1/25/2018,68.24
1/26/2018,69.54
1/29/2018,69.04
1/30/2018,66.82
1/31/2018,66.96
2/1/2018,66.38
2/2/2018,64.24
2/5/2018,62.54
2/6/2018,63.6
2/7/2018,62.92
2/8/2018,60.38
2/9/2018,61.77
2/12/2018,63.44
2/13/2018,64.08
2/14/2018,65.19
2/15/2018,65.58
2/16/2018,68.54
2/20/2018,67.56
2/21/2018,66.85
2/22/2018,66.95
2/23/2018,66.94
2/26/2018,67.88
2/27/2018,67.29
2/28/2018,65.4
3/1/2018,67.53
3/2/2018,67.88
3/5/2018,67.86
3/6/2018,67.78
3/7/2018,69.48
3/8/2018,67.63
3/9/2018,67.16
3/12/2018,67.69
3/13/2018,67.53
3/14/2018,66
3/15/2018,66.18
3/16/2018,66.59
3/19/2018,65.33
3/20/2018,64.2
3/21/2018,65.35
3/22/2018,61.09
3/23/2018,59.44
3/26/2018,60.6
3/27/2018,60.23
3/28/2018,59.32
3/29/2018,61.09
4/2/2018,59.85
4/3/2018,60.79
4/4/2018,61.13
4/5/2018,63.1
4/6/2018,60.69
4/9/2018,60.54
4/10/2018,62.16
4/11/2018,60.98
4/12/2018,61.92
4/13/2018,61.63
4/16/2018,62.46
4/17/2018,64.13
4/18/2018,65.42
4/19/2018,65.13
4/20/2018,63.55
4/23/2018,62.88
4/24/2018,62.26
4/25/2018,63.18
4/26/2018,63.14
4/27/2018,62.03
4/30/2018,61.62
5/1/2018,60.36
5/2/2018,60.99
5/3/2018,61.22
5/4/2018,62.94
5/7/2018,62.84
5/8/2018,62.62
5/9/2018,62.71
5/10/2018,63.85
5/11/2018,63.12
5/14/2018,62.76
5/15/2018,63
5/16/2018,64.98
5/17/2018,65.76
5/18/2018,65.54
5/21/2018,65.18
5/22/2018,65.05
5/23/2018,64.22
5/24/2018,64.61
5/25/2018,63.97
5/29/2018,62.72
5/30/2018,64.1
5/31/2018,64.19
6/1/2018,65.8
6/4/2018,65.63
6/5/2018,66.28
6/6/2018,67.27
6/7/2018,66.41
6/8/2018,66.85
6/11/2018,67.08
6/12/2018,67.07
6/13/2018,66.77
6/14/2018,68.53
6/15/2018,66.85
6/18/2018,66.75
6/19/2018,65.47
6/20/2018,65.88
6/21/2018,64.87
6/22/2018,66.2
6/25/2018,63.46
6/26/2018,64.12
6/27/2018,62.99
6/28/2018,62.7
6/29/2018,62.5
7/2/2018,62.85
7/3/2018,61.68
7/5/2018,63
7/6/2018,63.34
7/9/2018,64.17
7/10/2018,64.73
7/11/2018,63.92
7/12/2018,63.87
7/13/2018,64.12
7/16/2018,64.01
7/17/2018,64.62
7/18/2018,65.61
7/19/2018,64.67
7/20/2018,66.25
7/23/2018,66.72
7/24/2018,67.82
7/25/2018,67.98
7/26/2018,67.56
7/27/2018,67.61
7/30/2018,67.21
7/31/2018,66.93
8/1/2018,65.69
8/2/2018,64.54
8/3/2018,64.47
8/6/2018,64.01
8/7/2018,64.54
8/8/2018,64.44
8/9/2018,63.41
8/10/2018,63.45
8/13/2018,63.16
8/14/2018,63.56
8/15/2018,61.11
8/16/2018,61.76
8/17/2018,62.38
8/20/2018,62.55
8/21/2018,63.8
8/22/2018,63.79
8/23/2018,62.02
8/24/2018,62.52
8/27/2018,63.71
8/28/2018,63.83
8/29/2018,64.09
8/30/2018,62.79
8/31/2018,62.5
9/4/2018,62.21
9/5/2018,63.63
9/6/2018,63.31
9/7/2018,63.24
9/10/2018,62.44
9/11/2018,62.7
9/12/2018,63.56
9/13/2018,63.5
9/14/2018,62.58
9/17/2018,63.05
9/18/2018,64.27
9/19/2018,64.84
9/20/2018,64.41
9/21/2018,64.38
9/24/2018,63.69
9/25/2018,64.66
9/26/2018,63.29
9/27/2018,63.07
9/28/2018,63.45
10/1/2018,64.3
10/2/2018,65.3
10/3/2018,65.39
10/4/2018,65
10/5/2018,64.29
10/8/2018,64.72
10/9/2018,63.7
10/10/2018,61.04
10/11/2018,60.46
10/12/2018,60.81
10/15/2018,58.77
10/16/2018,58.95
10/17/2018,59.09
10/18/2018,58.3
10/19/2018,58.39
10/22/2018,59.18
10/23/2018,58.62
10/24/2018,55.66
10/25/2018,57.72
10/26/2018,56.13
10/29/2018,56.85
10/30/2018,57.91
10/31/2018,59.12
11/1/2018,60.01
11/2/2018,60.52
11/5/2018,61.36
11/6/2018,62.43
11/7/2018,64.21
11/8/2018,64.12
11/9/2018,62.78
11/12/2018,62.16
11/13/2018,63.08
11/14/2018,62.1
11/15/2018,62.85
11/16/2018,63.23
11/19/2018,62.14
11/20/2018,60.18
11/21/2018,60.66
11/23/2018,59.42
11/26/2018,59.4
11/27/2018,58.28
11/28/2018,59.65
11/29/2018,59.98
11/30/2018,60.41
12/3/2018,61.19
12/4/2018,59.66
12/6/2018,59.18
12/7/2018,57.51
12/10/2018,56.98
12/11/2018,56.46
12/12/2018,56.3
12/13/2018,55.7
12/14/2018,56.39
12/17/2018,54.82
12/18/2018,54.97
12/19/2018,53.62
12/20/2018,52.26
12/21/2018,51.93
12/24/2018,50.03
12/26/2018,52.31
12/27/2018,52.46
12/28/2018,51.9
12/31/2018,51.81
1/2/2019,52.21
1/3/2019,51.3
1/4/2019,53.83
1/7/2019,53.42
1/8/2019,55.26
1/9/2019,55.92
1/10/2019,56.49
1/11/2019,56.59
1/14/2019,56.26
1/15/2019,55.88
1/16/2019,56.87
1/17/2019,57.74
1/18/2019,58.73
1/22/2019,57.7
1/23/2019,57.28
1/24/2019,56.87
1/25/2019,58.1
1/28/2019,58.5
1/29/2019,60.13
1/30/2019,60.34
1/31/2019,61.24
2/1/2019,61.48
2/4/2019,62.1
2/5/2019,61.38
2/6/2019,60.44
2/7/2019,59.34
2/8/2019,59.82
2/11/2019,59.9
2/12/2019,61.58
2/13/2019,61.25
2/14/2019,59.73
2/15/2019,59.5
2/19/2019,59.89
2/20/2019,61.48
2/21/2019,61.06
2/22/2019,61.19
2/25/2019,61.46
2/26/2019,61.06
2/27/2019,60.9
2/28/2019,60.57
3/1/2019,60.37
3/4/2019,60.85
3/5/2019,60.37
3/6/2019,59.65
3/7/2019,59.01
3/8/2019,57.79
3/11/2019,58.97
3/12/2019,59.06
3/13/2019,59.5
3/14/2019,58.82
3/15/2019,58.53
3/18/2019,58.91
3/19/2019,58.97
3/20/2019,58.15
3/21/2019,58.82
3/22/2019,57
3/25/2019,56.88
3/26/2019,56.94
3/27/2019,57.58
3/28/2019,57.62
3/29/2019,58.35
4/1/2019,59.71
4/2/2019,59.49
4/3/2019,60.58
4/4/2019,60.7
4/5/2019,60.69
4/8/2019,60.48
4/9/2019,58.84
4/10/2019,58.23
4/11/2019,57.67
4/12/2019,58.54
4/15/2019,57.9
4/16/2019,58.22
4/17/2019,58
4/18/2019,57.5
4/22/2019,56.98
4/23/2019,58.62
4/24/2019,58.32
4/25/2019,57.4
4/26/2019,56.39
4/29/2019,56.88
4/30/2019,57.07
5/1/2019,55.85
5/2/2019,55.9
5/3/2019,57.65
5/6/2019,56.68
5/7/2019,56.18
5/8/2019,56.42
5/9/2019,56.56
5/10/2019,56.8
5/13/2019,54.69
5/14/2019,55.18
5/15/2019,54.87
5/16/2019,54.98
5/17/2019,53.29
5/20/2019,52.62
5/21/2019,53.68
5/22/2019,52.88
5/23/2019,51.39
5/24/2019,51.16
5/28/2019,51.01
5/29/2019,50.76
5/30/2019,49.28
5/31/2019,48
6/3/2019,49.78
6/4/2019,50.15
6/5/2019,50.59
6/6/2019,50.42
6/7/2019,50.84
6/10/2019,50.94
6/11/2019,51.74
6/12/2019,51.13
6/13/2019,52.14
6/14/2019,51.7
6/17/2019,50.75
6/18/2019,52.62
6/19/2019,54.25
6/20/2019,53.81
6/21/2019,53.94
6/24/2019,53.74
6/25/2019,54.29
6/26/2019,55.12
6/27/2019,54.57
6/28/2019,55.1
7/1/2019,55.67
7/2/2019,55.14
7/3/2019,55.29
7/5/2019,55.31
7/8/2019,54.55
7/9/2019,54.52
7/10/2019,54.17
7/11/2019,54.1
7/12/2019,55.17
7/15/2019,55.23
7/16/2019,55.56
7/17/2019,54.7
7/18/2019,54.69
7/19/2019,56.71
7/22/2019,56.27
7/23/2019,56.58
7/24/2019,56.58
7/25/2019,56.2
7/26/2019,56.16
7/29/2019,55.73
7/30/2019,56.25
7/31/2019,54.38
8/1/2019,53.06
8/2/2019,52.57
8/5/2019,50.75
8/6/2019,51.34
8/7/2019,51.25
8/8/2019,52.17
8/9/2019,51.06
8/12/2019,49.36
8/13/2019,50.17
8/14/2019,48.49
8/15/2019,47.71
8/16/2019,48.76
8/19/2019,49.91
8/20/2019,49.03
8/21/2019,49.19
8/22/2019,48.93
8/23/2019,46.95
8/26/2019,47.4
8/27/2019,46.61
8/28/2019,47.3
8/29/2019,48.81
8/30/2019,48.98
9/3/2019,48.56
9/4/2019,49.3
9/5/2019,50.35
9/6/2019,50.16
9/9/2019,51.23
9/10/2019,52.63
9/11/2019,53.26
9/12/2019,53.69
9/13/2019,53.6
9/16/2019,53.16
9/17/2019,53.09
9/18/2019,52.89
9/19/2019,52.72
9/20/2019,52.62
9/23/2019,52.86
9/24/2019,50.63
9/25/2019,51.68
9/26/2019,49.34
9/27/2019,50.01
9/30/2019,50.91
10/1/2019,50.41
10/2/2019,49.32
10/3/2019,49.57
10/4/2019,50.08
10/7/2019,49.68
10/8/2019,48.65
10/9/2019,48.8
10/10/2019,50.21
10/11/2019,52.68
10/14/2019,51.73
10/15/2019,52.81
10/16/2019,51.52
10/17/2019,51.75
10/18/2019,51.68
10/21/2019,51.79
10/22/2019,53.14
10/23/2019,52.97
10/24/2019,52.71
10/25/2019,53.82
10/28/2019,54.73
10/29/2019,54.63
10/30/2019,54.36
10/31/2019,53.85
11/1/2019,55.35
11/4/2019,55.91
11/5/2019,55.47
11/6/2019,55.14
11/7/2019,55.52
11/8/2019,55.56
11/11/2019,55.46
11/12/2019,55.3
11/13/2019,54.67
11/14/2019,54.49
11/15/2019,54.95
11/18/2019,55.46
11/19/2019,54.8
11/20/2019,54.1
11/21/2019,54.24
11/22/2019,55.24
11/25/2019,55.92
11/26/2019,56.01
11/27/2019,56.4
11/29/2019,56.36
12/2/2019,56.64
12/3/2019,55.28
12/4/2019,55.83
12/5/2019,56.49
12/6/2019,57.61
12/9/2019,57.75
12/10/2019,57.74
12/11/2019,58.12
12/12/2019,58.11
12/13/2019,56.47
12/16/2019,56.49
12/17/2019,57.17
12/18/2019,57.04
12/19/2019,56.53
12/20/2019,56.89
12/23/2019,56.77
12/24/2019,56.66
12/26/2019,56.8
12/27/2019,56.68
12/30/2019,56.08
=======
Date,Close
3/2/2015,47.13
3/3/2015,47.15
3/4/2015,47.41
3/5/2015,47.64
3/6/2015,47.03
3/9/2015,47.19
3/10/2015,46.17
3/11/2015,46.48
3/12/2015,47.18
3/13/2015,46.79
3/16/2015,47.3
3/17/2015,47.41
3/18/2015,49.27
3/19/2015,46.1
3/20/2015,47.14
3/23/2015,47.64
3/24/2015,47.02
3/25/2015,46.76
3/26/2015,47.11
3/27/2015,46.5
3/30/2015,47.33
3/31/2015,47.53
4/1/2015,46.31
4/2/2015,47.26
4/6/2015,46.74
4/7/2015,47.01
4/8/2015,47.59
4/9/2015,47.79
4/10/2015,48.22
4/13/2015,47.36
4/14/2015,47.81
4/15/2015,48.52
4/16/2015,47.38
4/17/2015,46.41
4/20/2015,47.38
4/21/2015,46.81
4/22/2015,46.82
4/23/2015,48.42
4/24/2015,48.11
4/27/2015,48.6
4/28/2015,49.56
4/29/2015,49.19
4/30/2015,48.86
